590	1	723966	724766	.	1000	.	9.74636	100	-1
590	1	724897	725062	.	927	.	7.60887	3.2	-1
590	1	725160	725420	.	1000	.	8.3867	11.6	-1
590	1	725814	726054	.	1000	.	10.4622	100	-1
590	1	726192	726426	.	1000	.	8.75379	11	-1
590	1	726467	726854	.	1000	.	27.8309	15.7	-1
590	1	755464	755567	.	1000	.	9.62286	2.4	-1
591	1	816848	817048	.	824	.	6.6077	2.8	-1
591	1	817726	817953	.	983	.	8.15047	8.5	-1
591	1	819989	827153	.	750	.	5.88458	13.7	-1
591	1	820886	821311	.	848	.	6.84091	14.4	-1
591	1	822841	823066	.	930	.	7.63556	6.9	-1
591	1	823300	823639	.	1000	.	11.3052	15.3	-1
591	1	824030	825397	.	1000	.	13.0027	14.4	-1
591	1	825643	826461	.	1000	.	10.2589	14.8	-1
591	1	885641	885892	.	767	.	6.05486	3.5	-1
591	1	904627	905234	.	536	.	3.81004	3.3	-1
592	1	951556	951753	.	1000	.	8.38541	7.2	-1
592	1	987851	988088	.	775	.	6.13373	3.1	-1
592	1	1029263	1029404	.	916	.	7.4981	1.6	-1
592	1	1031029	1036435	.	324	.	1.74787	3.1	-1
592	1	1034777	1036581	.	442	.	2.89362	8.5	-1
593	1	1048822	1049038	.	774	.	6.11824	2.2	-1
593	1	1058743	1059777	.	506	.	3.51473	7.2	-1
593	1	1087225	1089707	.	451	.	2.98172	14.1	-1
593	1	1127957	1128191	.	1000	.	8.47141	10	-1
594	1	1242111	1242340	.	798	.	6.34801	3.4	-1
594	1	1264917	1265634	.	742	.	5.80593	15.7	-1
594	1	1276013	1277248	.	408	.	2.56818	1.4	-1
594	1	1301178	1301872	.	732	.	5.71271	15	-1
594	1	1302064	1302352	.	1000	.	8.48906	13.9	-1
595	1	1425627	1425882	.	731	.	5.70076	2.6	-1
595	1	1426726	1427351	.	503	.	3.48886	1.9	-1
596	1	1442604	1442823	.	890	.	7.24131	5.4	-1
596	1	1465117	1465448	.	699	.	5.38997	4.1	-1
597	1	1596944	1597980	.	433	.	2.80636	1.8	-1
597	1	1648653	1649180	.	531	.	3.7615	1.8	-1
597	1	1663796	1663902	.	1000	.	9.35052	2.2	-1
597	1	1703014	1703288	.	740	.	5.78777	3.5	-1
598	1	1829577	1830611	.	512	.	3.57864	7.8	-1
599	1	1859968	1860267	.	667	.	5.08285	2.1	-1
599	1	1865399	1866644	.	505	.	3.50288	9.8	-1
599	1	1899028	1900153	.	434	.	2.81928	2.6	-1
599	1	1902136	1903037	.	733	.	5.72032	100	-1
599	1	1910354	1910639	.	860	.	6.95547	7.9	-1
599	1	1910798	1911262	.	877	.	7.12037	15.4	-1
599	1	1911363	1911471	.	1000	.	9.78918	3.1	-1
600	1	2009377	2009630	.	762	.	6.007	3.4	-1
600	1	2028243	2028677	.	724	.	5.63329	8.5	-1
