585	1	10141	10375	.	908	.	6.75844	8.9	-1
589	1	569795	570055	.	1000	.	18.6164	15.4	-1
590	1	723166	727953	.	1000	.	13.2348	15.1	-1
591	1	806568	835884	.	584	.	3.73534	13.6	-1
592	1	927306	927600	.	1000	.	8.15025	15.4	-1
592	1	951546	951763	.	1000	.	178.885	16	-1
9	1	1048441	1049409	.	1000	.	7.7232	14.6	-1
593	1	1059263	1059779	.	532	.	3.25062	1.5	-1
593	1	1129650	1130546	.	1000	.	8.07639	14.7	-1
593	1	1130663	1130815	.	961	.	7.25158	4.7	-1
597	1	1701571	1702017	.	782	.	5.58749	14.1	-1
597	1	1702528	1703387	.	1000	.	8.64742	15.2	-1
599	1	1882703	1882912	.	749	.	5.27387	2.3	-1
600	1	2007969	2011223	.	867	.	6.37703	13.6	-1
600	1	2053326	2053464	.	891	.	6.59816	2.1	-1
602	1	2354316	2355400	.	889	.	6.58727	14.8	-1
603	1	2360433	2362151	.	602	.	3.90529	14.2	-1
603	1	2420058	2420305	.	1000	.	7.76088	14.1	-1
603	1	2420309	2420470	.	917	.	6.84621	4.3	-1
604	1	2504210	2505953	.	844	.	6.15884	14.9	-1
604	1	2545310	2546034	.	503	.	2.97867	2.6	-1
604	1	2567918	2568588	.	689	.	4.72082	14.8	-1
604	1	2577184	2580281	.	575	.	3.6519	13.9	-1
605	1	2697300	2699435	.	463	.	2.6038	11.7	-1
605	1	2708707	2709855	.	541	.	3.33961	11.8	-1
605	1	2710201	2711450	.	714	.	4.94966	15.1	-1
605	1	2711805	2712058	.	772	.	5.4932	4.9	-1
605	1	2712221	2712391	.	878	.	6.48376	3.9	-1
605	1	2728896	2729115	.	911	.	6.78369	8	-1
605	1	2729383	2729615	.	826	.	5.99043	5.8	-1
605	1	2743433	2744736	.	589	.	3.78827	14.5	-1
605	1	2745284	2745496	.	741	.	5.19924	2.1	-1
606	1	2787523	2788489	.	901	.	6.69738	14.7	-1
606	1	2812780	2814298	.	677	.	4.60924	14.1	-1
606	1	2832373	2832596	.	736	.	5.15768	2.5	-1
606	1	2858047	2858149	.	1000	.	7.98724	2.3	-1
606	1	2860950	2862080	.	438	.	2.37497	1.4	-1
606	1	2871487	2872771	.	436	.	2.35139	2.1	-1
606	1	2873089	2873597	.	537	.	3.30181	1.7	-1
606	1	2874183	2874872	.	735	.	5.14708	14.7	-1
606	1	2875055	2875196	.	876	.	6.45777	2	-1
606	1	2875081	2875295	.	760	.	5.37459	2.8	-1
606	1	2875522	2875652	.	974	.	7.37284	3.4	-1
607	1	2901875	2931396	.	320	.	1.27272	4.8	-1
607	1	2911324	2911568	.	920	.	6.87427	10	-1
607	1	2911938	2912681	.	522	.	3.1605	4.1	-1
607	1	2922651	2926603	.	618	.	4.05021	13.7	-1
608	1	3024873	3025097	.	894	.	6.63226	7.7	-1
608	1	3098040	3098266	.	865	.	6.36152	6.8	-1
609	1	3259742	3259945	.	841	.	6.13798	4.7	-1
609	1	3259983	3260194	.	865	.	6.35951	5.9	-1
609	1	3260553	3260654	.	1000	.	8.06633	2.4	-1
609	1	3260570	3261267	.	891	.	6.60065	14.8	-1
610	1	3333267	3334211	.	815	.	5.8889	14.6	-1
