585	1	69353	69554	.	739	.	4.73211	1.7	-1
589	1	569800	570050	.	1000	.	9.67006	15.7	-1
591	1	796157	796391	.	718	.	4.57285	2.4	-1
591	1	796290	802898	.	486	.	2.83681	13.8	-1
591	1	802376	802961	.	560	.	3.3873	5.3	-1
591	1	804557	807279	.	463	.	2.66442	14	-1
591	1	808250	808365	.	981	.	6.5478	2	-1
591	1	808551	808831	.	995	.	6.65241	14.8	-1
591	1	809225	811117	.	605	.	3.72854	14.1	-1
591	1	811497	813958	.	413	.	2.28674	10.9	-1
591	1	814415	818733	.	480	.	2.79017	13.3	-1
591	1	820057	820278	.	873	.	5.73848	6.5	-1
591	1	820796	821053	.	807	.	5.24306	6.3	-1
591	1	820915	821092	.	765	.	4.92594	1.3	-1
591	1	821390	821498	.	1000	.	7.33915	3.3	-1
591	1	822898	826724	.	684	.	4.31947	13.6	-1
591	1	829741	830262	.	534	.	3.19485	2.7	-1
591	1	829839	829961	.	931	.	6.1721	1.6	-1
591	1	832823	832926	.	1000	.	7.31065	2.7	-1
591	1	834693	836242	.	528	.	3.14697	14	-1
591	1	836643	836989	.	673	.	4.23804	4.8	-1
591	1	843417	865625	.	406	.	2.23069	13.4	-1
591	1	870389	871299	.	758	.	4.87771	14.4	-1
591	1	902889	912228	.	544	.	3.27185	13.1	-1
591	1	915088	915412	.	1000	.	6.72755	14.8	-1
591	1	915969	916828	.	729	.	4.6598	14.5	-1
73	1	916988	918976	.	679	.	4.28609	13.9	-1
592	1	919248	919667	.	978	.	6.52641	15.2	-1
592	1	920535	920653	.	1000	.	6.71719	2.6	-1
592	1	920758	920987	.	892	.	5.88414	7.6	-1
592	1	921776	921985	.	740	.	4.7406	2.1	-1
592	1	923961	926088	.	419	.	2.32907	9.4	-1
592	1	927328	927475	.	899	.	5.93123	2.6	-1
592	1	930654	931945	.	497	.	2.91633	11.4	-1
592	1	932545	933949	.	507	.	2.99212	14.2	-1
592	1	935781	936852	.	414	.	2.29426	1.6	-1
592	1	951574	951753	.	1000	.	7.52775	10.6	-1
592	1	972258	975095	.	458	.	2.62626	13.7	-1
592	1	991749	992477	.	515	.	3.04857	4.9	-1
592	1	993319	994623	.	505	.	2.97843	12.5	-1
592	1	994977	995081	.	1000	.	7.24035	2.7	-1
592	1	995277	995480	.	863	.	5.66163	5.1	-1
592	1	995676	996159	.	1000	.	7.22063	14.7	-1
592	1	996995	997381	.	984	.	6.57101	15.1	-1
592	1	998127	999144	.	674	.	4.24761	14.2	-1
592	1	999649	999749	.	1000	.	7.52997	2.9	-1
592	1	999881	1000085	.	755	.	4.85679	2.3	-1
592	1	1001473	1011827	.	568	.	3.45253	12.9	-1
9	1	1045617	1146286	.	385	.	2.0747	11.8	-1
594	1	1182814	1183539	.	509	.	3.00652	4.5	-1
594	1	1220913	1221044	.	955	.	6.35313	2.7	-1
594	1	1221283	1222468	.	527	.	3.14376	13.2	-1
594	1	1222805	1223025	.	732	.	4.68371	2.3	-1
595	1	1377551	1378113	.	503	.	2.96178	1.8	-1
595	1	1384426	1385439	.	510	.	3.01246	8.8	-1
595	1	1387006	1388608	.	408	.	2.25122	4.6	-1
595	1	1390991	1391315	.	695	.	4.40349	4.9	-1
596	1	1512446	1515266	.	468	.	2.69831	13.8	-1
596	1	1516502	1517002	.	763	.	4.91429	15.1	-1
596	1	1517608	1519468	.	540	.	3.23869	15.2	-1
596	1	1529741	1539874	.	533	.	3.18365	13	-1
596	1	1567253	1567790	.	531	.	3.17346	2.9	-1
597	1	1627920	1628422	.	529	.	3.15788	2.2	-1
598	1	1826872	1827906	.	517	.	3.06626	9.8	-1
9	1	1839355	2118221	.	509	.	3.00832	11.5	-1
602	1	2254475	2254978	.	528	.	3.1516	2.2	-1
602	1	2255510	2255632	.	1000	.	6.8218	3.2	-1
602	1	2255639	2255873	.	921	.	6.09714	8.9	-1
602	1	2256185	2256473	.	915	.	6.0548	12.2	-1
602	1	2262636	2292614	.	300	.	1.441	12.9	-1
75	1	2340696	2437856	.	388	.	2.097	11.8	-1
603	1	2462022	2462763	.	500	.	2.9416	4.2	-1
603	1	2468512	2471100	.	433	.	2.43485	13.9	-1
75	1	2480758	2516904	.	345	.	1.77621	12.5	-1
604	1	2496948	2497058	.	1000	.	6.84542	2.3	-1
604	1	2497908	2498054	.	1000	.	6.7862	5.1	-1
604	1	2500622	2500894	.	924	.	6.11955	11.5	-1
604	1	2501561	2501675	.	988	.	6.60523	2.1	-1
604	1	2502712	2502851	.	982	.	6.55771	3.9	-1
604	1	2502860	2502961	.	1000	.	7.45541	2.9	-1
604	1	2524494	2526511	.	415	.	2.2989	8.1	-1
604	1	2527908	2530589	.	408	.	2.24691	11.4	-1
604	1	2531893	2537645	.	497	.	2.91448	13.5	-1
604	1	2539281	2543006	.	449	.	2.55343	13.7	-1
604	1	2543021	2545733	.	406	.	2.23584	11.3	-1
604	1	2546619	2546898	.	733	.	4.68758	4.7	-1
604	1	2547971	2548533	.	512	.	3.0323	2.3	-1
604	1	2549161	2549292	.	995	.	6.65566	3.5	-1
604	1	2550049	2550552	.	528	.	3.1516	2.2	-1
604	1	2552472	2553989	.	411	.	2.27286	4.3	-1
604	1	2554565	2563372	.	532	.	3.18149	13.8	-1
604	1	2564162	2566223	.	418	.	2.32674	8.9	-1
604	1	2568023	2571511	.	417	.	2.31789	13.5	-1
606	1	2791458	2794093	.	417	.	2.31622	12.7	-1
