Chromosome	 Peak-Start	 Peak-End	 Chromosome	 Gene-Start	 Gene-End	 Gene-ID	 Gene-Name	 Distance-of-Gene-to-Nearest-Peak
1	569820	570033	1	536316	659930	ENSG00000230021.3	RP5-857K21.4	0
1	724201	724654	1	714150	745940	ENSG00000237491.4	RP11-206L10.9	0
1	726198	726826	1	714150	745940	ENSG00000237491.4	RP11-206L10.9	0
1	755891	758976	1	752751	755714	ENSG00000177757.1	FAM87B	178
1	816550	816691	1	818043	820483	ENSG00000269308.1	AL645608.2	1353
1	817012	817091	1	818043	820483	ENSG00000269308.1	AL645608.2	953
1	820981	827056	1	818043	820483	ENSG00000269308.1	AL645608.2	499
1	838530	921517	1	840214	851856	ENSG00000272438.1	RP11-54O7.16	0
1	929898	939629	1	930846	933431	ENSG00000272512.1	RP11-54O7.17	0
1	940538	940739	1	942956	943609	ENSG00000231702.2	RP11-54O7.10	2218
1	948291	1013529	1	946877	948573	ENSG00000224969.1	RP11-54O7.11	0
1	1014618	1055880	1	1016698	1051741	ENSG00000131591.13	C1orf159	0
1	1058331	1059682	1	1016698	1051741	ENSG00000131591.13	C1orf159	6591
1	1099677	1116686	1	1102484	1103078	ENSG00000207730.1	MIR200B	0
1	1134249	1299232	1	1138388	1142071	ENSG00000186891.9	TNFRSF18	0
1	1299471	1351799	1	1308610	1310875	ENSG00000175756.9	AURKAIP1	0
1	1371465	1372680	1	1370241	1378762	ENSG00000179403.10	VWA1	0
1	1373055	1374287	1	1370241	1378762	ENSG00000179403.10	VWA1	0
1	1408018	1408371	1	1407143	1433728	ENSG00000160072.15	ATAD3B	0
1	1408857	1409740	1	1407143	1433728	ENSG00000160072.15	ATAD3B	0
1	1412371	1412935	1	1407143	1433728	ENSG00000160072.15	ATAD3B	0
1	1414820	1415160	1	1407143	1433728	ENSG00000160072.15	ATAD3B	0
1	1415232	1415503	1	1407143	1433728	ENSG00000160072.15	ATAD3B	0
1	1463533	1515818	1	1447531	1470567	ENSG00000197785.9	ATAD3A	0
1	1531681	1534628	1	1532892	1535476	ENSG00000228594.1	C1orf233	0
1	1537199	1538636	1	1532892	1535476	ENSG00000228594.1	C1orf233	1724
1	1544974	1565997	1	1548638	1551175	ENSG00000272106.1	RP11-345P4.9	0
1	1609182	1611352	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1611502	1612701	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1612967	1613140	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1613361	1615792	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1616683	1616783	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1616904	1617297	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1619509	1619764	1	1592439	1624167	ENSG00000189339.7	SLC35E2B	0
1	1647721	1647899	1	1633669	1655766	ENSG00000008128.18	CDK11A	0
1	1648539	1649060	1	1633669	1655766	ENSG00000008128.18	CDK11A	0
1	1650434	1651096	1	1633669	1655766	ENSG00000008128.18	CDK11A	0
1	1652703	1652968	1	1633669	1655766	ENSG00000008128.18	CDK11A	0
1	1677498	1839891	1	1682171	1711896	ENSG00000008130.11	NADK	0
1	1844558	1859561	1	1846266	1849235	ENSG00000169885.5	CALML6	0
1	1860957	1861062	1	1852896	1935276	ENSG00000142609.13	C1orf222	0
1	1861089	1861191	1	1852896	1935276	ENSG00000142609.13	C1orf222	0
1	1869342	1870764	1	1852896	1935276	ENSG00000142609.13	C1orf222	0
1	1877244	1878374	1	1852896	1935276	ENSG00000142609.13	C1orf222	0
1	1892932	1893158	1	1852896	1935276	ENSG00000142609.13	C1orf222	0
1	1898686	1907707	1	1852896	1935276	ENSG00000142609.13	C1orf222	0
1	1940328	2142757	1	1944152	1946969	ENSG00000233542.1	RP11-547D24.1	0
1	2151036	2264824	1	2143962	2152677	ENSG00000234396.3	RP11-181G12.4	0
1	2269656	2270896	1	2252192	2323146	ENSG00000116151.9	MORN1	0
1	2275018	2293487	1	2252192	2323146	ENSG00000116151.9	MORN1	0
1	2295620	2295836	1	2252192	2323146	ENSG00000116151.9	MORN1	0
1	2297462	2500645	1	2252192	2323146	ENSG00000116151.9	MORN1	0
1	2515025	2515271	1	2512999	2516472	ENSG00000228037.1	RP3-395M20.9	0
1	2516002	2516104	1	2512999	2516472	ENSG00000228037.1	RP3-395M20.9	0
1	2518295	2545764	1	2517930	2523408	ENSG00000157870.10	FAM213B	0
1	2561865	2562371	1	2521578	2564481	ENSG00000142606.11	MMEL1	0
1	2571638	2572252	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2572652	2574301	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2583746	2583942	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2585481	2585715	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2585716	2585922	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2586219	2586439	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2615474	2615699	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2615855	2615943	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2620974	2621221	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2621686	2621889	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2621992	2622229	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2622590	2622772	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2629175	2629369	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2716292	2723379	1	2566915	2718286	ENSG00000215912.7	TTC34	0
1	2736120	2736267	1	2730497	2731563	ENSG00000231630.1	RP11-740P5.3	4558
1	2737208	2743406	1	2730497	2731563	ENSG00000231630.1	RP11-740P5.3	5646
1	2763287	2768555	1	2730497	2731563	ENSG00000231630.1	RP11-740P5.3	31725
1	2776777	2787506	1	2730497	2731563	ENSG00000231630.1	RP11-740P5.3	45215
1	2789658	2803487	1	2730497	2731563	ENSG00000231630.1	RP11-740P5.3	58096
1	2811064	2857974	1	2730497	2731563	ENSG00000231630.1	RP11-740P5.3	79502
1	2860959	2861277	1	2938046	2939965	ENSG00000169717.5	ACTRT2	76770
1	2861627	2861741	1	2938046	2939965	ENSG00000169717.5	ACTRT2	76306
1	2880451	2912097	1	2938046	2939965	ENSG00000169717.5	ACTRT2	25950
1	2917616	2917716	1	2938046	2939965	ENSG00000169717.5	ACTRT2	20331
1	2920461	2920606	1	2938046	2939965	ENSG00000169717.5	ACTRT2	17441
1	2926140	2964105	1	2938046	2939965	ENSG00000169717.5	ACTRT2	0
1	2968271	3849161	1	2975679	2985001	ENSG00000177133.6	LINC00982	0
1	4015047	4015162	1	4000673	4015822	ENSG00000233304.1	RP13-614K11.1	0
1	4204497	4204857	1	4235088	4235959	ENSG00000229280.1	RP11-374C13.1	30232
1	4213282	4213347	1	4235088	4235959	ENSG00000229280.1	RP11-374C13.1	21742
1	4217802	4217962	1	4235088	4235959	ENSG00000229280.1	RP11-374C13.1	17127
1	4222925	4234555	1	4235088	4235959	ENSG00000229280.1	RP11-374C13.1	534
1	4363079	4363313	1	4472111	4485247	ENSG00000235054.1	RP5-1166F10.1	108799
1	4526995	4527150	1	4472111	4485247	ENSG00000235054.1	RP5-1166F10.1	41749
1	4555344	4555456	1	4611295	4612205	ENSG00000227169.2	RP1-37J18.1	55840
